Datetime,Open Price,High Price,Low Price,Close Price,Total Volume
2023-09-25,131.7,132.64,131.18,132.44,1811514.0
2023-09-26,133.48,133.99,133.41,133.76,2872894.0
2023-09-27,137.86,138.17,137.31,137.93,1554712.0
2023-09-28,139.18,140.36,139.16,139.67,834991.0
2023-09-29,138.3,139.25,136.94,139.03,1609647.0
2023-10-02,138.77,139.21,138.04,138.89,1180395.0
2023-10-03,137.39,138.5,136.93,137.1,371758.0
2023-10-04,139.57,140.43,138.26,139.03,1515111.0
2023-10-05,140.06,140.86,139.61,140.29,1274832.0
2023-10-06,139.48,140.39,138.85,139.18,2144054.0
2023-10-09,137.19,137.37,136.12,136.93,826498.0
2023-10-10,134.61,135.23,133.71,134.12,566451.0
2023-10-11,136.1,136.67,135.4,136.24,1308433.0
2023-10-12,135.78,136.73,135.65,136.51,1454378.0
2023-10-13,137.02,137.29,136.78,136.99,1260371.0
2023-10-16,134.83,137.12,134.39,135.24,1215121.0
2023-10-17,131.89,132.24,131.36,132.18,704777.0
2023-10-18,134.09,134.71,132.8,134.21,1121908.0
2023-10-19,134.18,135.88,133.45,134.32,1010340.0
2023-10-20,136.32,137.03,135.5,136.26,2056167.0
2023-10-23,135.74,136.63,135.04,135.45,1453758.0
2023-10-24,134.82,135.74,133.55,134.97,1046541.0
2023-10-25,136.67,137.01,136.38,136.51,2847473.0
2023-10-26,138.11,138.97,137.9,138.11,1051309.0
2023-10-27,140.26,140.55,139.64,139.87,1589442.0
2023-10-30,139.15,139.42,137.83,139.23,1106308.0
2023-10-31,140.57,141.14,140.09,140.6,2718460.0
2023-11-01,142.94,144.05,142.75,143.1,1255984.0
2023-11-02,142.81,144.65,142.72,142.88,1274682.0
2023-11-03,141.41,141.86,140.45,141.74,1121373.0
2023-11-06,144.41,145.61,143.24,144.79,1326767.0
2023-11-07,143.65,143.95,142.91,143.32,2190782.0
2023-11-08,144.29,145.42,143.23,144.77,1835673.0
2023-11-09,144.51,145.66,144.36,144.65,1219606.0
2023-11-10,140.96,141.37,140.38,140.53,2815534.0
2023-11-13,142.91,143.41,141.9,143.07,1860755.0
2023-11-14,137.34,138.34,136.6,137.0,965991.0
2023-11-15,132.57,133.45,131.98,132.8,603092.0
2023-11-16,133.5,135.56,132.7,133.92,977245.0
2023-11-17,134.41,135.46,134.24,135.06,1478701.0
2023-11-20,134.25,135.06,133.46,133.72,1621075.0
2023-11-21,133.59,135.32,132.88,134.05,2372771.0
2023-11-22,129.11,130.03,128.76,128.82,695737.0
2023-11-23,129.89,130.4,129.59,130.28,965520.0
2023-11-24,131.33,131.42,130.29,130.81,667423.0
2023-11-27,131.6,132.07,130.12,130.73,615753.0
2023-11-28,130.13,131.75,129.83,130.79,878605.0
2023-11-29,131.4,132.08,130.33,131.82,1444547.0
2023-11-30,132.08,133.03,131.02,131.78,1768597.0
2023-12-01,128.16,129.08,127.62,127.96,748497.0
2023-12-04,132.79,133.97,131.82,132.48,802400.0
2023-12-05,134.79,135.89,133.97,135.02,493900.0
2023-12-06,133.12,133.8,131.53,132.33,1338655.0
2023-12-07,131.68,131.97,131.35,131.63,833952.0
2023-12-08,130.68,132.06,128.95,131.16,2762138.0
2023-12-11,133.32,133.82,132.43,133.42,1476086.0
2023-12-12,128.51,129.4,127.96,128.98,1103809.0
2023-12-13,128.59,128.6,127.48,127.98,872784.0
2023-12-14,124.25,125.33,123.51,124.49,569586.0
2023-12-15,124.13,125.2,123.21,123.95,606866.0
2023-12-18,122.87,123.92,122.73,123.05,881103.0
2023-12-19,122.99,124.14,122.7,123.21,847926.0
2023-12-20,121.36,123.02,121.07,122.06,729718.0
2023-12-21,120.86,121.51,120.3,120.64,1452138.0
2023-12-22,122.31,123.12,120.94,121.84,1555228.0
2023-12-25,122.39,123.14,122.08,122.73,956163.0
2023-12-26,123.24,124.22,123.2,123.81,3164723.0
2023-12-27,123.78,123.79,122.87,123.48,502141.0
2023-12-28,121.78,123.42,120.48,122.39,1238092.0
2023-12-29,122.62,124.02,121.6,122.17,1078099.0
2024-01-01,122.82,123.35,122.8,123.15,913145.0
2024-01-02,118.62,120.92,118.59,119.02,848452.0
2024-01-03,119.86,120.08,119.06,119.77,1198427.0
2024-01-04,120.0,121.05,119.86,120.37,1074360.0
2024-01-05,120.25,120.66,119.46,120.5,988616.0
2024-01-08,120.36,120.89,120.23,120.23,628217.0
2024-01-09,114.64,115.73,114.62,115.48,535494.0
2024-01-10,115.26,116.12,114.56,114.7,1041051.0
2024-01-11,118.01,118.63,117.12,117.99,983578.0
2024-01-12,117.57,118.26,117.13,118.03,1089775.0
2024-01-15,117.11,118.22,116.23,117.47,1139032.0
2024-01-16,117.87,118.41,116.85,117.52,926110.0
2024-01-17,118.4,118.73,117.45,118.19,1081432.0
2024-01-18,119.93,120.15,119.31,119.44,784841.0
2024-01-19,118.78,120.15,118.52,119.02,2576578.0
2024-01-22,119.94,119.97,119.83,119.83,806235.0
2024-01-23,123.21,124.51,122.38,123.05,999000.0
2024-01-24,125.29,125.78,124.28,125.03,837441.0
2024-01-25,130.18,131.85,129.09,129.74,830439.0
2024-01-26,128.14,128.97,128.01,128.42,1217513.0
2024-01-29,131.83,132.49,131.45,131.87,1142675.0
2024-01-30,130.02,131.1,129.56,130.25,955767.0
2024-01-31,130.98,131.75,130.73,131.0,1043678.0
2024-02-01,132.81,134.41,131.42,132.53,839107.0
2024-02-02,130.83,131.74,130.08,131.48,1470132.0
2024-02-05,132.12,132.65,131.0,131.68,3360487.0
2024-02-06,133.14,133.73,132.9,133.6,776521.0
2024-02-07,132.01,132.38,130.71,132.13,1464437.0
2024-02-08,136.17,137.45,135.42,135.66,1229938.0
2024-02-09,132.88,133.69,132.46,132.75,1680018.0
2024-02-12,137.02,138.0,136.55,136.89,1703842.0
2024-02-13,138.58,139.18,138.32,139.08,1332685.0
2024-02-14,138.46,139.9,137.91,138.9,1178897.0
2024-02-15,138.42,139.74,137.81,138.03,967794.0
2024-02-16,136.71,137.02,136.69,136.95,820377.0
2024-02-19,136.47,136.93,136.05,136.67,1145758.0
2024-02-20,136.98,137.04,135.56,136.59,632671.0
2024-02-21,138.89,139.41,137.31,139.33,893652.0
2024-02-22,143.85,145.28,142.73,143.73,2091573.0
2024-02-23,144.22,145.56,143.72,144.2,1263323.0
2024-02-26,142.31,142.52,141.66,142.31,1879154.0
2024-02-27,140.89,142.09,139.32,141.11,2507563.0
2024-02-28,140.47,142.46,139.83,140.72,1100731.0
2024-02-29,138.02,140.4,137.54,138.47,1333961.0
2024-03-01,136.13,136.76,135.62,135.94,1034136.0
2024-03-04,140.24,141.04,139.71,140.52,801065.0
2024-03-05,141.62,142.0,140.36,141.21,746773.0
2024-03-06,139.29,139.79,139.05,139.38,1833203.0
2024-03-07,140.75,141.64,139.82,141.2,1334829.0
2024-03-08,138.52,139.08,137.01,138.62,3027663.0
2024-03-11,136.1,136.34,135.07,136.26,1955245.0
2024-03-12,134.97,135.04,134.42,134.57,834338.0
2024-03-13,137.98,139.44,137.69,138.13,1830631.0
2024-03-14,137.49,138.28,136.37,137.6,1032468.0
2024-03-15,132.99,133.47,132.33,132.43,2209838.0
2024-03-18,135.19,135.75,134.05,134.99,943011.0
2024-03-19,135.02,136.0,134.3,134.35,710545.0
2024-03-20,131.01,132.85,129.78,130.51,807843.0
2024-03-21,129.53,130.39,129.07,129.88,828745.0
2024-03-22,131.35,132.53,130.33,130.96,790068.0
2024-03-25,132.42,132.99,131.14,131.81,903197.0
2024-03-26,136.24,136.68,135.32,135.62,1845657.0
2024-03-27,134.22,134.38,132.87,133.82,2952085.0
2024-03-28,134.33,135.95,133.29,133.94,618409.0
2024-03-29,132.36,132.9,131.12,132.48,2261992.0
2024-04-01,129.0,130.13,128.28,129.32,947089.0
2024-04-02,131.01,132.04,130.28,131.15,1431082.0
2024-04-03,131.47,132.3,131.09,132.13,525932.0
2024-04-04,133.27,134.07,132.73,132.73,1562844.0
2024-04-05,133.53,134.99,133.29,133.64,441240.0
2024-04-08,132.74,132.91,130.56,132.22,1406996.0
2024-04-09,129.68,130.92,128.54,130.16,1367682.0
2024-04-10,130.68,130.91,130.19,130.25,1323121.0
2024-04-11,132.47,133.58,131.9,132.67,832797.0
2024-04-12,135.57,137.16,134.76,136.09,1582891.0
2024-04-15,138.49,139.25,136.49,137.82,1462329.0
2024-04-16,138.36,138.65,137.43,137.9,1082760.0
2024-04-17,138.59,139.02,137.36,138.5,1682725.0
2024-04-18,138.56,139.06,138.25,138.54,1146470.0
2024-04-19,136.52,137.74,135.47,136.34,1566554.0
2024-04-22,136.49,136.49,134.85,136.41,1129246.0
2024-04-23,133.27,134.41,132.2,133.59,1340229.0
2024-04-24,133.18,133.66,133.08,133.34,1602958.0
2024-04-25,137.64,138.04,135.42,136.84,985637.0
2024-04-26,139.75,140.73,137.31,138.64,648931.0
2024-04-29,137.29,138.09,136.32,136.65,1380615.0
2024-04-30,136.71,138.63,136.4,136.51,2179695.0
2024-05-01,134.61,135.42,133.42,134.74,1396634.0
2024-05-02,134.3,134.76,134.19,134.63,1409959.0
2024-05-03,136.57,137.13,136.39,136.87,1177509.0
2024-05-06,138.07,138.47,137.96,138.3,1740285.0
2024-05-07,144.76,145.42,143.35,143.83,1095841.0
2024-05-08,147.37,147.59,146.14,146.58,958429.0
2024-05-09,147.39,148.4,146.88,147.07,2089947.0
2024-05-10,148.23,150.34,147.51,148.66,922397.0
2024-05-13,148.6,148.8,147.96,148.2,1876156.0
2024-05-14,145.51,145.63,145.41,145.61,2090613.0
2024-05-15,147.69,149.16,146.45,148.65,1596634.0
2024-05-16,151.18,152.34,149.69,151.05,643954.0
2024-05-17,150.12,150.76,149.52,150.5,1219044.0
2024-05-20,150.8,152.06,149.9,151.16,1087074.0
2024-05-21,154.05,154.29,153.89,154.16,938465.0
2024-05-22,156.02,157.91,154.81,156.25,1291579.0
2024-05-23,152.69,153.31,151.55,152.71,1766663.0
2024-05-24,153.28,154.57,153.04,153.31,956201.0
2024-05-27,152.07,154.1,150.85,152.93,1103843.0
2024-05-28,156.36,156.5,155.48,155.65,1066050.0
2024-05-29,157.75,159.52,157.08,158.22,2152059.0
2024-05-30,161.09,163.49,159.39,161.55,1057533.0
2024-05-31,158.6,159.26,158.12,158.75,648746.0
2024-06-03,156.77,157.12,155.57,156.82,547590.0
2024-06-04,160.31,160.75,159.26,159.62,1441745.0
2024-06-05,158.28,158.53,157.71,158.15,822134.0
2024-06-06,154.69,154.75,153.87,154.43,1680097.0
2024-06-07,155.87,156.49,154.94,155.75,618090.0
2024-06-10,154.53,155.01,153.63,154.43,918543.0
2024-06-11,159.01,160.47,158.02,158.86,618292.0
2024-06-12,158.69,160.1,157.45,159.62,1494505.0
2024-06-13,159.92,161.02,158.95,160.04,1663482.0
2024-06-14,159.69,160.77,158.8,159.13,1424473.0
2024-06-17,165.12,165.98,161.11,163.19,698738.0
2024-06-18,163.54,164.33,162.97,164.13,828290.0
2024-06-19,163.3,165.4,162.97,163.1,1352083.0
2024-06-20,160.81,161.51,159.87,161.09,517171.0
2024-06-21,161.91,162.53,160.38,160.92,1066009.0
2024-06-24,157.84,160.19,156.48,158.48,2567524.0
2024-06-25,161.39,162.34,159.99,161.09,1099122.0
2024-06-26,155.92,156.66,155.48,156.58,571333.0
2024-06-27,156.11,156.39,155.9,156.26,887617.0
2024-06-28,157.77,158.27,157.43,157.78,877343.0
2024-07-01,159.16,159.3,158.04,158.65,3506589.0
2024-07-02,156.38,158.08,154.85,156.89,2765797.0
2024-07-03,158.86,159.17,158.27,158.55,1733179.0
2024-07-04,156.38,157.3,156.14,156.37,1013036.0
2024-07-05,156.46,157.46,155.75,156.33,2191978.0
2024-07-08,158.42,159.11,157.09,157.96,682331.0
2024-07-09,158.52,159.16,158.4,159.14,2060147.0
2024-07-10,157.85,158.45,157.18,157.47,1912624.0
2024-07-11,160.21,161.08,158.08,160.49,1114958.0
2024-07-12,161.25,163.21,159.97,160.72,2125661.0
2024-07-15,162.8,163.91,161.52,162.63,961634.0
2024-07-16,166.51,167.64,165.83,166.62,638871.0
2024-07-17,169.3,170.43,169.05,169.6,1961034.0
2024-07-18,173.06,173.5,172.34,172.63,1152424.0
2024-07-19,173.83,174.87,173.17,173.18,1624792.0
2024-07-22,175.1,176.64,174.18,175.38,2988982.0
2024-07-23,175.39,176.3,173.75,175.99,838083.0
2024-07-24,173.05,173.31,171.34,172.69,1119408.0
2024-07-25,172.78,174.27,171.1,173.53,2636116.0
2024-07-26,173.57,174.35,172.86,174.25,1680103.0
2024-07-29,175.32,176.1,175.29,175.88,847553.0
2024-07-30,175.33,176.4,173.63,175.55,746008.0
2024-07-31,172.78,174.31,172.08,173.48,923531.0
2024-08-01,174.28,177.72,173.37,175.3,831339.0
2024-08-02,171.15,171.89,170.53,171.73,1354136.0
2024-08-05,176.08,177.54,175.19,175.74,1250704.0
2024-08-06,174.45,175.58,173.66,175.12,1382797.0
2024-08-07,175.64,177.02,175.48,175.82,789846.0
2024-08-08,178.43,178.76,175.69,177.39,1160757.0
2024-08-09,179.05,179.26,178.53,179.07,430262.0
2024-08-12,175.34,176.54,173.57,175.16,1293036.0
2024-08-13,176.97,178.64,175.98,177.47,2164544.0
2024-08-14,179.5,180.28,177.04,178.34,589852.0
2024-08-15,176.3,177.52,175.05,176.59,1531432.0
2024-08-16,174.41,174.56,174.02,174.53,886018.0
2024-08-19,174.32,175.61,173.35,173.64,1796320.0
2024-08-20,170.05,170.19,169.51,170.14,1301885.0
2024-08-21,174.86,176.18,174.03,174.84,1472323.0
2024-08-22,178.85,180.87,178.46,179.0,1242222.0
2024-08-23,180.15,180.64,178.51,180.3,2336503.0
2024-08-26,179.89,181.68,179.41,179.69,1430744.0
2024-08-27,179.45,180.35,179.1,179.15,845166.0
2024-08-28,180.97,181.62,179.96,181.32,1263451.0
2024-08-29,186.0,187.49,184.25,186.43,1000049.0
2024-08-30,184.45,185.1,183.78,184.79,1304330.0
2024-09-02,180.82,182.55,180.07,181.58,974924.0
2024-09-03,185.2,186.15,184.66,186.08,857344.0
2024-09-04,181.1,182.52,180.94,180.94,1328600.0
2024-09-05,178.61,178.77,177.44,178.11,1236623.0
2024-09-06,177.9,179.01,177.28,177.44,2047188.0
2024-09-09,171.91,174.8,170.26,173.15,977274.0
2024-09-10,176.1,177.05,175.89,176.23,446669.0
2024-09-11,178.06,179.09,177.52,178.65,1002557.0
2024-09-12,177.13,178.0,176.38,177.06,533271.0
2024-09-13,180.45,181.9,179.09,180.68,1480419.0
2024-09-16,185.2,186.93,183.85,184.87,520763.0
2024-09-17,184.56,186.05,183.11,184.57,733670.0
2024-09-18,182.24,185.85,181.54,183.28,1003328.0
2024-09-19,189.39,191.91,188.65,189.94,2602480.0
2024-09-20,192.14,192.3,191.58,192.13,703311.0
2024-09-23,192.99,194.89,191.88,192.93,1210087.0
2024-09-24,196.31,197.21,196.13,197.14,1607175.0
2024-09-25,197.19,198.57,195.77,198.11,2525704.0
2024-09-26,196.59,198.09,195.5,196.56,1774266.0
2024-09-27,196.0,197.17,195.14,196.83,2078077.0
2024-09-30,199.09,201.09,196.83,200.1,1852698.0
2024-10-01,193.68,194.77,192.37,193.94,656999.0
2024-10-02,192.8,193.32,192.67,193.08,1439557.0
2024-10-03,196.84,198.04,195.5,197.36,1838261.0
2024-10-04,195.38,198.24,193.67,195.79,745455.0
2024-10-07,200.65,201.3,199.8,200.64,899973.0
2024-10-08,204.74,205.73,204.44,205.19,804844.0
2024-10-09,205.04,205.22,203.98,205.0,1769684.0
2024-10-10,202.96,203.63,200.51,203.19,1161659.0
2024-10-11,202.4,202.92,200.64,202.3,1024358.0
2024-10-14,211.55,212.67,210.43,210.99,633595.0
2024-10-15,217.89,218.24,216.17,217.34,1162755.0
2024-10-16,218.64,218.93,217.34,217.8,905467.0
2024-10-17,216.29,216.36,215.56,215.74,1358199.0
2024-10-18,216.32,216.5,213.56,216.17,679095.0
2024-10-21,216.74,218.21,215.09,217.02,1314482.0
2024-10-22,212.59,212.92,212.31,212.84,965619.0
2024-10-23,212.57,213.44,212.42,213.13,643934.0
2024-10-24,217.64,218.17,216.16,217.64,619308.0
2024-10-25,212.03,212.26,210.0,211.59,667630.0
2024-10-28,213.92,214.68,212.43,214.38,1084685.0
2024-10-29,219.07,219.17,218.75,219.1,1277605.0
2024-10-30,216.76,217.92,215.45,217.2,1376303.0
2024-10-31,223.24,223.66,221.77,223.1,1402513.0
2024-11-01,220.35,221.0,218.54,220.71,823022.0
2024-11-04,221.78,222.51,219.19,222.27,2041512.0
2024-11-05,220.78,222.56,220.74,221.23,964039.0
2024-11-06,220.52,221.46,218.78,220.19,1506161.0
2024-11-07,218.02,218.86,216.41,218.08,1107840.0
2024-11-08,220.23,220.56,218.55,220.52,1451068.0
2024-11-11,223.69,226.4,223.32,223.51,1080394.0
2024-11-12,223.03,223.6,223.02,223.31,1464197.0
2024-11-13,219.34,220.26,216.98,218.6,1198170.0
2024-11-14,219.38,220.04,218.91,220.02,1806533.0
2024-11-15,221.39,223.36,219.57,221.51,798634.0
2024-11-18,219.85,221.47,219.08,220.78,496359.0
2024-11-19,227.16,228.6,227.09,227.4,739198.0
2024-11-20,220.77,222.47,220.27,221.89,2052274.0
2024-11-21,214.78,217.64,212.64,214.3,1113168.0
2024-11-22,212.36,212.4,211.49,211.87,1259255.0
2024-11-25,214.78,216.19,213.75,214.28,710115.0
2024-11-26,210.79,210.96,210.37,210.77,1242675.0
2024-11-27,207.02,209.5,206.81,207.56,721144.0
2024-11-28,210.21,211.69,209.21,210.72,776156.0
2024-11-29,213.26,215.23,211.67,212.28,983387.0
2024-12-02,214.49,215.22,211.19,213.57,1502361.0
2024-12-03,216.32,216.51,214.96,216.24,1584729.0
2024-12-04,214.49,216.17,213.29,214.82,1606426.0
2024-12-05,214.45,215.33,212.15,213.57,543594.0
2024-12-06,215.88,217.54,215.83,216.34,1198604.0
2024-12-09,211.97,213.63,211.44,211.83,1089914.0
2024-12-10,205.65,207.34,204.17,204.82,559002.0
2024-12-11,202.94,206.0,202.28,203.45,1212254.0
2024-12-12,206.99,208.69,205.99,206.48,1061068.0
2024-12-13,207.66,209.21,205.57,207.34,1553099.0
2024-12-16,210.15,210.81,210.15,210.18,1252464.0
2024-12-17,203.02,204.99,201.85,203.63,913775.0
2024-12-18,204.22,206.61,203.05,204.67,1910511.0
2024-12-19,206.99,207.67,206.5,206.81,396085.0
2024-12-20,201.62,203.24,201.33,202.48,1164576.0
2024-12-23,205.35,205.36,204.68,205.27,498010.0
2024-12-24,205.27,206.55,204.78,204.94,762154.0
2024-12-25,215.75,217.24,214.03,215.12,1563452.0
2024-12-26,207.02,209.99,206.49,207.89,635967.0
2024-12-27,213.28,213.57,211.51,212.44,590155.0
2024-12-30,212.23,212.37,209.7,211.15,3956904.0
2024-12-31,206.12,207.99,205.29,205.87,609476.0
2025-01-01,203.55,204.7,202.82,204.19,2744914.0
2025-01-02,204.91,205.74,203.83,205.11,1103391.0
2025-01-03,208.48,208.95,208.24,208.51,925034.0
2025-01-06,214.44,215.09,213.74,214.27,1596610.0
2025-01-07,219.16,219.52,217.4,219.14,2346175.0
2025-01-08,216.04,216.62,215.18,215.86,678043.0
2025-01-09,219.7,220.13,217.96,219.76,931802.0
2025-01-10,221.32,221.88,217.74,221.15,1836615.0
2025-01-13,218.6,221.49,218.09,218.9,1388865.0
2025-01-14,217.98,218.3,217.91,218.2,2086417.0
2025-01-15,215.42,216.25,214.24,215.8,1555886.0
2025-01-16,217.19,217.93,213.51,215.95,2970117.0
2025-01-17,214.44,215.06,213.28,213.51,1314930.0
2025-01-20,210.45,211.02,207.14,210.1,1343657.0
2025-01-21,212.56,213.17,210.1,211.72,1412484.0
2025-01-22,214.36,214.37,212.41,213.85,1119906.0
2025-01-23,213.36,213.52,212.93,213.24,1837734.0
2025-01-24,216.92,220.65,216.46,217.91,1353928.0
2025-01-27,216.87,217.89,213.72,217.04,1783503.0
2025-01-28,215.82,216.41,214.83,216.03,1928494.0
2025-01-29,217.58,220.85,216.82,218.32,1489912.0
2025-01-30,216.92,219.45,216.0,217.89,1545500.0
2025-01-31,218.53,219.66,217.78,218.2,725659.0
2025-02-03,209.94,210.2,209.29,209.74,913303.0
2025-02-04,209.08,210.34,208.18,209.82,1833417.0
2025-02-05,203.43,206.27,203.41,203.89,2450532.0
2025-02-06,200.72,201.72,199.36,200.03,455789.0
2025-02-07,195.37,196.58,195.25,195.89,905342.0
2025-02-10,192.82,193.91,191.0,192.72,1216892.0
2025-02-11,190.97,192.65,190.73,191.08,774802.0
2025-02-12,189.93,190.45,188.4,189.64,797104.0
2025-02-13,191.17,192.7,190.43,191.66,1524931.0
2025-02-14,192.41,193.11,192.19,192.36,2651638.0
2025-02-17,186.8,188.6,184.91,186.7,435430.0
2025-02-18,187.1,187.57,186.05,186.97,1104344.0
2025-02-19,187.98,189.4,187.29,187.93,1516082.0
2025-02-20,187.18,189.06,185.4,186.98,1776413.0
2025-02-21,188.05,189.09,184.83,186.82,1410654.0
2025-02-24,188.85,189.91,186.05,187.41,2901392.0
2025-02-25,189.33,191.43,188.77,189.7,1220112.0
2025-02-26,183.78,185.54,182.92,185.07,2317493.0
2025-02-27,184.71,184.79,184.16,184.38,870494.0
2025-02-28,188.94,190.35,187.2,188.84,1237980.0
2025-03-03,193.73,195.1,190.8,193.12,655821.0
2025-03-04,195.91,196.58,195.21,195.75,1886874.0
2025-03-05,197.47,197.82,197.27,197.43,1132319.0
2025-03-06,203.35,203.97,202.55,202.67,1438211.0
2025-03-07,209.7,209.78,208.13,208.9,1028195.0
2025-03-10,207.64,208.58,206.05,208.5,1612368.0
2025-03-11,204.87,207.15,203.03,205.37,1466981.0
2025-03-12,204.45,206.44,203.06,204.52,731370.0
2025-03-13,214.83,215.01,214.14,214.77,752846.0
2025-03-14,209.4,209.85,207.94,209.55,1186022.0
2025-03-17,208.29,208.4,206.52,208.02,1672428.0
2025-03-18,204.08,206.05,203.32,203.47,3052428.0
2025-03-19,204.95,205.36,202.6,203.89,1399318.0
2025-03-20,200.44,202.36,199.93,200.09,1990240.0
2025-03-21,199.26,200.67,198.42,199.77,536904.0
2025-03-24,193.66,196.21,192.66,193.75,3290263.0
2025-03-25,195.62,197.04,193.15,195.67,1627968.0
2025-03-26,199.8,200.28,199.33,199.49,1173144.0
2025-03-27,198.54,199.21,196.83,198.31,1107540.0
2025-03-28,199.13,200.23,197.71,197.91,691349.0
2025-03-31,197.15,197.74,196.55,197.43,797595.0
2025-04-01,198.24,199.96,197.77,198.01,3125853.0
2025-04-02,199.31,200.05,197.74,197.92,733438.0
2025-04-03,200.0,201.62,199.76,200.35,726407.0
2025-04-04,204.39,206.08,203.41,204.3,846521.0
2025-04-07,201.15,203.17,199.65,201.72,660604.0
2025-04-08,200.81,203.1,198.54,200.76,1211843.0
2025-04-09,203.18,203.67,202.9,203.66,2072892.0
2025-04-10,199.8,200.44,198.17,199.17,886250.0
2025-04-11,193.19,194.77,192.55,193.11,605214.0
2025-04-14,193.27,195.27,192.14,193.82,1391553.0
2025-04-15,195.85,196.94,194.41,195.36,1169530.0
2025-04-16,193.28,193.94,192.01,193.17,1985462.0
2025-04-17,191.99,192.32,190.76,191.44,958137.0
2025-04-18,188.54,189.54,187.7,189.19,1055919.0
2025-04-21,186.85,187.63,186.36,186.64,1115970.0
2025-04-22,189.15,189.73,188.41,188.71,1257331.0
2025-04-23,185.02,185.45,182.39,185.26,988278.0
2025-04-24,183.81,184.8,183.46,184.51,911346.0
2025-04-25,181.89,183.32,181.01,181.92,476780.0
2025-04-28,178.47,179.28,176.26,177.81,906464.0
2025-04-29,180.9,182.53,179.99,180.29,1719616.0
2025-04-30,178.61,179.07,178.48,178.84,1839718.0
2025-05-01,178.7,180.39,176.33,179.39,950215.0
2025-05-02,174.97,175.8,174.22,175.2,2303046.0
2025-05-05,172.94,174.14,172.63,173.18,1185468.0
2025-05-06,175.51,175.62,174.72,175.28,616046.0
2025-05-07,182.53,182.88,181.47,182.59,526395.0
2025-05-08,176.61,177.09,174.96,177.01,2211384.0
2025-05-09,177.06,177.28,175.76,176.47,997990.0
2025-05-12,177.72,178.4,176.67,177.64,655378.0
2025-05-13,176.18,177.47,174.94,175.95,388622.0
2025-05-14,177.42,180.53,175.75,178.34,986720.0
2025-05-15,174.66,177.28,174.33,175.94,1472358.0
2025-05-16,175.63,176.91,174.92,176.39,848440.0
2025-05-19,174.71,175.35,173.24,174.96,710254.0
2025-05-20,178.69,180.04,177.93,178.38,913750.0
2025-05-21,175.27,177.84,174.32,176.51,2239126.0
2025-05-22,176.39,178.23,174.58,175.55,599295.0
2025-05-23,178.3,178.71,177.66,178.21,872528.0
2025-05-26,176.08,176.39,174.15,175.36,2203106.0
2025-05-27,175.11,177.4,174.35,175.57,1539685.0
2025-05-28,170.88,171.25,170.24,170.63,1315285.0
2025-05-29,167.79,168.19,167.67,167.75,869590.0
2025-05-30,169.19,170.01,167.76,168.78,1221087.0
2025-06-02,166.07,166.52,165.38,166.19,919040.0
2025-06-03,165.02,167.44,164.73,164.78,782545.0
2025-06-04,166.64,167.23,165.83,166.09,700795.0
2025-06-05,164.28,165.29,162.53,164.6,1779865.0
2025-06-06,166.89,167.44,165.47,166.76,1166825.0
2025-06-09,166.4,167.51,165.96,167.35,1407403.0
2025-06-10,168.88,169.53,166.95,168.52,1297353.0
2025-06-11,172.88,175.52,171.67,171.87,1499226.0
2025-06-12,172.11,173.63,170.02,172.76,1058793.0
2025-06-13,176.97,177.6,176.32,177.01,945218.0
2025-06-16,180.07,180.4,178.05,179.59,799994.0
2025-06-17,178.16,179.06,177.48,178.14,593039.0
2025-06-18,181.91,183.88,181.64,181.82,686240.0
2025-06-19,182.39,183.4,181.43,182.6,1001782.0
2025-06-20,181.26,182.19,180.85,181.49,539544.0
2025-06-23,182.26,183.12,180.77,182.31,602508.0
2025-06-24,185.58,186.68,185.55,185.55,2024979.0
2025-06-25,186.25,188.21,185.98,186.91,1345249.0
2025-06-26,192.33,193.57,191.18,192.37,959418.0
2025-06-27,196.64,199.04,193.44,195.72,3744457.0
2025-06-30,197.11,198.86,197.03,197.36,527485.0
2025-07-01,193.49,195.14,192.55,194.22,1958728.0
2025-07-02,193.6,193.85,191.71,193.69,1137413.0
2025-07-03,193.51,194.35,193.44,193.93,1780711.0
2025-07-04,195.3,198.48,195.0,196.09,1269936.0
2025-07-07,198.17,199.49,197.16,198.09,471596.0
2025-07-08,198.22,198.87,198.05,198.64,1261397.0
2025-07-09,198.67,200.09,197.25,199.04,1422289.0
2025-07-10,201.43,202.92,199.32,201.34,401920.0
2025-07-11,197.74,198.95,197.23,198.66,3178831.0
2025-07-14,202.99,205.2,202.68,204.06,1405079.0
2025-07-15,198.0,200.01,197.41,197.6,1682841.0
2025-07-16,201.04,203.16,200.47,202.21,671477.0
2025-07-17,201.5,203.19,199.77,202.09,1698590.0
2025-07-18,204.22,205.89,204.03,205.33,2073508.0
2025-07-21,206.23,206.76,205.67,206.53,1365163.0
2025-07-22,207.95,209.53,207.05,207.68,1196982.0
2025-07-23,209.6,211.06,208.6,209.53,769277.0
2025-07-24,213.76,215.01,211.47,212.24,1079379.0
2025-07-25,211.86,212.15,209.06,211.17,930973.0
2025-07-28,214.06,216.05,212.48,214.66,1600774.0
2025-07-29,210.29,212.39,206.13,211.05,786275.0
2025-07-30,212.77,214.87,209.59,211.06,1594906.0
2025-07-31,214.56,215.45,213.78,213.88,790568.0
2025-08-01,217.66,218.61,216.36,217.28,1054760.0
2025-08-04,218.94,222.26,217.57,218.89,1636421.0
2025-08-05,217.74,218.48,216.32,217.56,845854.0
2025-08-06,219.7,221.01,218.8,220.68,1664888.0
